timestamp,region,fuel_type,demand,price
2026-02-21 17:20:00+10:00,SA1,Unknown,1966.27,138.0
2026-02-21 17:20:00+10:00,TAS1,Unknown,1046.41,101.04
2026-02-21 17:20:00+10:00,VIC1,Unknown,5844.33,99.96
2026-02-21 17:25:00+10:00,NSW1,Unknown,10475.42,99.05
2026-02-21 17:25:00+10:00,QLD1,Unknown,8180.94,97.73
2026-02-21 17:25:00+10:00,SA1,Unknown,2013.22,138.0
2026-02-21 17:25:00+10:00,TAS1,Unknown,1055.66,101.04
2026-02-21 17:25:00+10:00,VIC1,Unknown,5959.86,95.73
2026-02-21 17:30:00+10:00,NSW1,Unknown,10505.85,100.01
2026-02-21 17:30:00+10:00,QLD1,Unknown,8316.69,97.71
2026-02-21 17:30:00+10:00,SA1,Unknown,2041.03,229.0
2026-02-21 17:30:00+10:00,TAS1,Unknown,1052.9,101.04
2026-02-21 17:30:00+10:00,VIC1,Unknown,6044.31,96.79
2026-02-21 17:35:00+10:00,NSW1,Unknown,10531.78,80.87
2026-02-21 17:35:00+10:00,QLD1,Unknown,8269.52,79.98
2026-02-21 17:35:00+10:00,SA1,Unknown,2016.0,129.99
2026-02-21 17:35:00+10:00,TAS1,Unknown,1063.13,101.04
2026-02-21 17:35:00+10:00,VIC1,Unknown,6083.62,76.98
2026-02-21 17:40:00+10:00,NSW1,Unknown,10532.79,96.69
2026-02-21 17:40:00+10:00,QLD1,Unknown,8331.95,93.93
2026-02-21 17:40:00+10:00,SA1,Unknown,2071.06,229.0
2026-02-21 17:40:00+10:00,TAS1,Unknown,1062.24,101.03
2026-02-21 17:40:00+10:00,VIC1,Unknown,6193.12,93.11
2026-02-21 17:45:00+10:00,NSW1,Unknown,10557.26,103.34
2026-02-21 17:45:00+10:00,QLD1,Unknown,8342.29,101.67
2026-02-21 17:45:00+10:00,SA1,Unknown,2034.76,125.0
2026-02-21 17:45:00+10:00,TAS1,Unknown,1065.39,101.04
2026-02-21 17:45:00+10:00,VIC1,Unknown,6268.99,99.97
2026-02-21 17:50:00+10:00,NSW1,Unknown,10442.44,107.74
2026-02-21 17:50:00+10:00,QLD1,Unknown,8347.08,104.67
2026-02-21 17:50:00+10:00,SA1,Unknown,2025.25,229.0
2026-02-21 17:50:00+10:00,TAS1,Unknown,1071.65,101.04
2026-02-21 17:50:00+10:00,VIC1,Unknown,6320.69,99.97
2026-02-21 17:55:00+10:00,NSW1,Unknown,10412.02,100.64
2026-02-21 17:55:00+10:00,QLD1,Unknown,8329.97,97.73
2026-02-21 17:55:00+10:00,SA1,Unknown,1990.27,138.0
2026-02-21 17:55:00+10:00,TAS1,Unknown,1069.88,100.5
2026-02-21 17:55:00+10:00,VIC1,Unknown,6324.73,95.26
2026-02-21 18:00:00+10:00,NSW1,Unknown,10446.24,108.63
2026-02-21 18:00:00+10:00,QLD1,Unknown,8378.91,104.32
2026-02-21 18:00:00+10:00,SA1,Unknown,2013.64,220.89
2026-02-21 18:00:00+10:00,TAS1,Unknown,1078.09,101.04
2026-02-21 18:00:00+10:00,VIC1,Unknown,6394.11,103.72
2026-02-21 18:05:00+10:00,NSW1,Unknown,10432.57,108.01
2026-02-21 18:05:00+10:00,QLD1,Unknown,8355.57,106.34
2026-02-21 18:05:00+10:00,SA1,Unknown,2010.64,129.99
2026-02-21 18:05:00+10:00,TAS1,Unknown,1081.08,101.04
2026-02-21 18:05:00+10:00,VIC1,Unknown,6420.11,102.41
2026-02-21 18:10:00+10:00,NSW1,Unknown,10316.98,108.01
2026-02-21 18:10:00+10:00,QLD1,Unknown,8343.72,108.18
2026-02-21 18:10:00+10:00,SA1,Unknown,1992.06,230.0
2026-02-21 18:10:00+10:00,TAS1,Unknown,1082.38,100.5
2026-02-21 18:10:00+10:00,VIC1,Unknown,6404.22,101.03
2026-02-21 18:15:00+10:00,NSW1,Unknown,10377.39,109.56
2026-02-21 18:15:00+10:00,QLD1,Unknown,8381.66,111.11
2026-02-21 18:15:00+10:00,SA1,Unknown,1933.24,125.0
2026-02-21 18:15:00+10:00,TAS1,Unknown,1081.97,100.5
2026-02-21 18:15:00+10:00,VIC1,Unknown,6452.9,101.3
2026-02-21 18:20:00+10:00,NSW1,Unknown,10355.01,112.9
2026-02-21 18:20:00+10:00,QLD1,Unknown,8339.41,113.04
2026-02-21 18:20:00+10:00,SA1,Unknown,1978.97,230.0
2026-02-21 18:20:00+10:00,TAS1,Unknown,1083.74,100.5
2026-02-21 18:20:00+10:00,VIC1,Unknown,6479.08,104.03
2026-02-21 18:25:00+10:00,NSW1,Unknown,10389.69,112.5
2026-02-21 18:25:00+10:00,QLD1,Unknown,8350.94,112.0
2026-02-21 18:25:00+10:00,SA1,Unknown,1958.27,129.99
2026-02-21 18:25:00+10:00,TAS1,Unknown,1085.99,100.5
2026-02-21 18:25:00+10:00,VIC1,Unknown,6458.79,103.83
2026-02-21 18:30:00+10:00,NSW1,Unknown,10342.65,111.85
2026-02-21 18:30:00+10:00,QLD1,Unknown,8326.84,111.97
2026-02-21 18:30:00+10:00,SA1,Unknown,2016.04,300.75
